ID_Article,Title,Corps_Textee,URL_Source,Nb_Partages,Etiquette
185,Government Hiding The Truth! 97,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,1976,Fake
186,SHOCKING REVELATION!!! 21,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,13164,Fake
187,Economy Grows by 2% 20,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2877,Real
188,Government Hiding The Truth! 50,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,5241,Fake
189,ALIENS LANDED IN TEXAS! 71,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,4554,Fake
190,Scientists Discover New Species 39,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,32,Real
191,Government Hiding The Truth! 100,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,244,Fake
192,SHOCKING REVELATION!!! 1,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,991,Fake
193,ALIENS LANDED IN TEXAS! 38,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1012,Fake
194,SHOCKING REVELATION!!! 8,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,2603,Fake
195,ALIENS LANDED IN TEXAS! 97,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,7126,Fake
196,SHOCKING REVELATION!!! 51,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,17097,Fake
197,Election Results Announced 62,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,702,Real
198,Economy Grows by 2% 19,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,2259,Real
199,SHOCKING REVELATION!!! 40,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,4192,Fake
200,Economy Grows by 2% 88,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,206,Real
201,New Park Opens in City 2,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1751,Real
202,Scientists Discover New Species 97,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,872,Real
203,Economy Grows by 2% 54,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,3207,Real
204,You Won't Believe This Trick! 7,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,2458,Fake
205,ALIENS LANDED IN TEXAS! 98,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,12323,Fake
206,Election Results Announced 23,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,886,Real
207,Scientists Discover New Species 8,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,2151,Real
208,Election Results Announced 48,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2000,Real
209,Economy Grows by 2% 22,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,134,Real
210,ALIENS LANDED IN TEXAS! 91,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,12334,Fake
211,Election Results Announced 15,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,914,Real
212,SHOCKING REVELATION!!! 100,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,24672,Fake
213,SHOCKING REVELATION!!! 44,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1372,Fake
214,Scientists Discover New Species 94,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,71,Real
215,Economy Grows by 2% 15,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,605,Real
216,You Won't Believe This Trick! 25,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,4840,Fake
217,New Park Opens in City 86,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1211,Real
218,SHOCKING REVELATION!!! 29,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,650,Fake
219,New Park Opens in City 57,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,445,Real
220,Government Hiding The Truth! 98,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,5907,Fake
221,Government Hiding The Truth! 52,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,,719,Fake
222,Scientists Discover New Species 1,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,491,Real
223,Economy Grows by 2% 34,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,230,Real
224,SHOCKING REVELATION!!! 25,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,1784,Fake
225,Economy Grows by 2% 3,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,1677,Real
226,Election Results Announced 66,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,57,Real
227,Scientists Discover New Species 85,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,833,Real
228,Election Results Announced 41,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1319,Real
229,New Park Opens in City 20,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,663,Real
230,SHOCKING REVELATION!!! 76,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1333,Fake
231,Government Hiding The Truth! 67,This is a shocking revelation that they don't want you to know...,truthseeker.org,9061,Fake
232,New Park Opens in City 64,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1000000,Real
233,New Park Opens in City 99,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,4144,Real
234,Election Results Announced 52,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,444,Real
235,You Won't Believe This Trick! 60,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,8100,Fake
236,Scientists Discover New Species 44,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,551,Real
237,Election Results Announced 29,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1000000,Real
238,Economy Grows by 2% 44,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,767,Real
239,Election Results Announced 51,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,917,Real
240,New Park Opens in City 32,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,199,Real
241,New Park Opens in City 28,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,772,Real
242,You Won't Believe This Trick! 85,This is a shocking revelation that they don't want you to know...,clickme.xyz,1656,Fake
243,Economy Grows by 2% 7,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,136,Real
244,ALIENS LANDED IN TEXAS! 98,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,2627,Fake
245,SHOCKING REVELATION!!! 46,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,6133,Fake
246,ALIENS LANDED IN TEXAS! 34,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,6291,Fake
247,Scientists Discover New Species 72,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,3246,Real
248,Scientists Discover New Species 1,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,3799,Real
249,You Won't Believe This Trick! 92,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,950,Fake
250,New Park Opens in City 25,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,38,Real
251,ALIENS LANDED IN TEXAS! 66,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,1540,Fake
252,New Park Opens in City 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,779,Real
253,Election Results Announced 93,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,191,Real
254,SHOCKING REVELATION!!! 75,This is a shocking revelation that they don't want you to know...,truthseeker.org,5111,Fake
255,Election Results Announced 5,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,703,Real
256,Scientists Discover New Species 47,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,981,Real
257,Election Results Announced 16,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1657,Real
258,Election Results Announced 43,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,464,Real
259,Government Hiding The Truth! 55,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,1072,Fake
260,Election Results Announced 64,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1143,Real
261,Government Hiding The Truth! 56,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,8810,Fake
262,Scientists Discover New Species 73,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,125,Real
263,New Park Opens in City 77,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1605,Real
264,Election Results Announced 11,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1,Real
265,Economy Grows by 2% 94,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,258,Real
266,You Won't Believe This Trick! 40,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,359,Fake
267,SHOCKING REVELATION!!! 37,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,3581,Fake
268,Economy Grows by 2% 35,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,3028,Real
269,ALIENS LANDED IN TEXAS! 78,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,7839,Fake
270,You Won't Believe This Trick! 52,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1020,Fake
271,Government Hiding The Truth! 16,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1540,Fake
272,Election Results Announced 36,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,66,Real
273,New Park Opens in City 51,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,48,Real
274,You Won't Believe This Trick! 34,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,2340,Fake
275,ALIENS LANDED IN TEXAS! 6,This is a shocking revelation that they don't want you to know...,dailybuzz.net,1604,Fake
276,New Park Opens in City 39,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,3325,Real
277,New Park Opens in City 28,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,24,Real
278,SHOCKING REVELATION!!! 90,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,16429,Fake
279,You Won't Believe This Trick! 26,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,5880,Fake
280,Election Results Announced 67,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,427,Real
281,ALIENS LANDED IN TEXAS! 35,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,14666,Fake
282,You Won't Believe This Trick! 23,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,6195,Fake
283,GOVERNMENT HIDING THE TRUTH! 46,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,1187,Fake
284,SHOCKING REVELATION!!! 34,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,940,Fake
285,Economy Grows by 2% 69,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1761,Real
286,Scientists Discover New Species 51,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,829,Real
287,Scientists Discover New Species 73,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,249,Real
288,Scientists Discover New Species 7,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,461,Real
289,SHOCKING REVELATION!!! 16,This is a shocking revelation that they don't want you to know...,truthseeker.org,382,Fake
290,ALIENS LANDED IN TEXAS! 28,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,161,Fake
291,YOU WON'T BELIEVE THIS TRICK! 21,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,20034,Fake
292,Scientists Discover New Species 22,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,2945,Real
293,Government Hiding The Truth! 51,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,2157,Fake
294,Government Hiding The Truth! 8,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,355,Fake
295,GOVERNMENT HIDING THE TRUTH! 23,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,8759,Fake
296,SHOCKING REVELATION!!! 87,This is a shocking revelation that they don't want you to know...,clickme.xyz,6086,Fake
297,Scientists Discover New Species 86,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1858,Real
298,Economy Grows by 2% 35,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,963,Real
299,ALIENS LANDED IN TEXAS! 10,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,1679,Fake
300,YOU WON'T BELIEVE THIS TRICK! 98,This is a shocking revelation that they don't want you to know...,truthseeker.org,5325,Fake
301,Economy Grows by 2% 22,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1858,Real
302,New Park Opens in City 92,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,540,Real
303,New Park Opens in City 91,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,4414,Real
304,New Park Opens in City 32,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1723,Real
305,Election Results Announced 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1116,Real
306,New Park Opens in City 30,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,978,Real
307,Economy Grows by 2% 64,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1125,Real
308,ALIENS LANDED IN TEXAS! 45,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,12742,Fake
309,You Won't Believe This Trick! 36,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,1992,Fake
310,Election Results Announced 84,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,90,Real
311,GOVERNMENT HIDING THE TRUTH! 47,This is a shocking revelation that they don't want you to know...,clickme.xyz,7102,Fake
312,Election Results Announced 93,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,97,Real
313,Scientists Discover New Species 74,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1949,Real
314,ALIENS LANDED IN TEXAS! 76,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,7815,Fake
315,SHOCKING REVELATION!!! 70,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,3919,Fake
316,Election Results Announced 75,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,355,Real
317,You Won't Believe This Trick! 39,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,3826,Fake
318,You Won't Believe This Trick! 18,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1861,Fake
319,New Park Opens in City 98,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,806,Real
320,ALIENS LANDED IN TEXAS! 92,This is a shocking revelation that they don't want you to know...,truthseeker.org,5126,Fake
321,SHOCKING REVELATION!!! 30,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,6392,Fake
322,ALIENS LANDED IN TEXAS! 20,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,12819,Fake
323,Economy Grows by 2% 93,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,178,Real
324,New Park Opens in City 7,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1435,Real
325,ALIENS LANDED IN TEXAS! 35,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,6567,Fake
326,SHOCKING REVELATION!!! 89,This is a shocking revelation that they don't want you to know...,clickme.xyz,5521,Fake
327,Election Results Announced 8,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",,174,Real
328,Scientists Discover New Species 23,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1318,Real
329,Economy Grows by 2% 9,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,403,Real
330,Economy Grows by 2% 23,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,836,Real
331,Election Results Announced 47,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,2765,Real
332,Government Hiding The Truth! 72,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,1999,Fake
333,New Park Opens in City 35,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,661,Real
334,SHOCKING REVELATION!!! 17,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,,3336,Fake
